reporting_period,organisation,sector,feedback_category,Feedback_channel,status,District,SubDistrict,location,LAT,LON
Mar/19,STC,Health and Nutrition,Request for Assistances,Suggestion Box,Closed,Donggala,Balaesang Tanjung,,-0.0670443,119.69961
Mar/19,STC,Health and Nutrition,Request for Assistances,Suggestion Box,Closed,Donggala,Balaesang Tanjung,,-0.0670443,119.69961
Mar/19,STC,Health and Nutrition,Request for Assistances,Suggestion Box,Closed,Donggala,Balaesang Tanjung,,-0.0670443,119.69961
Mar/19,STC,Health and Nutrition,Request for Assistances,Helpdesk,Closed,Donggala,Balaesang Tanjung,,-0.0670443,119.69961
Mar/19,STC,Health and Nutrition,Request for Assistances,Suggestion Box,Closed,Donggala,Balaesang Tanjung,,-0.0670443,119.69961
Mar/19,STC,Health and Nutrition,Request for Assistances,Suggestion Box,Closed,Donggala,Balaesang Tanjung,,-0.0670443,119.69961
Mar/19,STC,Health and Nutrition,Request for Assistances,Suggestion Box,Closed,Donggala,Balaesang Tanjung,,-0.0670443,119.69961
Mar/19,STC,Health and Nutrition,Request for Assistances,Suggestion Box,Closed,Donggala,Balaesang Tanjung,,-0.0670443,119.69961
Mar/19,STC,Health and Nutrition,Request for Assistances,Suggestion Box,Closed,Donggala,Balaesang Tanjung,,-0.0670443,119.69961
Mar/19,STC,Health and Nutrition,Request for Assistances,Suggestion Box,Closed,Donggala,Balaesang Tanjung,,-0.0670443,119.69961
Mar/19,STC,Health and Nutrition,Request for Assistances,Suggestion Box,Closed,Donggala,Balaesang Tanjung,,-0.0670443,119.69961
Mar/19,STC,Health and Nutrition,Request for Assistances,Suggestion Box,Closed,Donggala,Balaesang Tanjung,,-0.0670443,119.69961
Mar/19,STC,Health and Nutrition,Request for Assistances,Suggestion Box,Closed,Donggala,Balaesang Tanjung,,-0.0670443,119.69961
Mar/19,STC,Health and Nutrition,Request for Assistances,Suggestion Box,Closed,Donggala,Balaesang Tanjung,,-0.0670443,119.69961
Mar/19,STC,Health and Nutrition,Request for Assistances,Suggestion Box,Closed,Donggala,Balaesang Tanjung,,-0.0670443,119.69961
Mar/19,STC,Health and Nutrition,Request for Assistances,Suggestion Box,Closed,Donggala,Balaesang Tanjung,,-0.0670443,119.69961
Mar/19,STC,Health and Nutrition,Request for Assistances,Suggestion Box,Closed,Donggala,Balaesang Tanjung,,-0.0670443,119.69961
Mar/19,STC,Health and Nutrition,Request for Assistances,Suggestion Box,Closed,Donggala,Balaesang Tanjung,,-0.0670443,119.69961
Mar/19,STC,Health and Nutrition,Request for Assistances,Suggestion Box,Closed,Donggala,Balaesang Tanjung,,-0.0670443,119.69961
Mar/19,STC,Health and Nutrition,Request for Assistances,Suggestion Box,Closed,Donggala,Balaesang Tanjung,,-0.0670443,119.69961
Mar/19,STC,Health and Nutrition,Request for Assistances,Helpdesk,Closed,Donggala,Balaesang Tanjung,,-0.0670443,119.69961
Mar/19,STC,Health and Nutrition,Request for Assistances,Suggestion Box,Closed,Donggala,Balaesang Tanjung,,-0.0670443,119.69961
Mar/19,STC,Health and Nutrition,Request for Assistances,Helpdesk,Closed,Donggala,Balaesang Tanjung,,-0.0670443,119.69961
Mar/19,STC,Health and Nutrition,Request for Assistances,Suggestion Box,Closed,Donggala,Balaesang Tanjung,,-0.0670443,119.69961
Mar/19,STC,Health and Nutrition,Request for Assistances,Helpdesk,Closed,Donggala,Balaesang Tanjung,,-0.0670443,119.69961
Mar/19,STC,Health and Nutrition,Request for Assistances,Suggestion Box,Closed,Donggala,Balaesang Tanjung,,-0.0670443,119.69961
Mar/19,STC,Health and Nutrition,Request for Assistances,Suggestion Box,Closed,Donggala,Balaesang Tanjung,,-0.0670443,119.69961
Mar/19,STC,Health and Nutrition,Request for Assistances,Helpdesk,Closed,Donggala,Balaesang Tanjung,,-0.0670443,119.69961
Mar/19,STC,Health and Nutrition,Request for Assistances,Suggestion Box,Closed,Donggala,Balaesang Tanjung,,-0.0670443,119.69961
Mar/19,STC,Health and Nutrition,Request for Assistances,Suggestion Box,Closed,Donggala,Balaesang Tanjung,,-0.0670443,119.69961
Mar/19,STC,Health and Nutrition,Request for Assistances,Suggestion Box,Closed,Donggala,Balaesang Tanjung,,-0.0670443,119.69961
Mar/19,STC,Health and Nutrition,Request for Assistances,Helpdesk,Closed,Donggala,Balaesang Tanjung,,-0.0670443,119.69961
Mar/19,STC,Health and Nutrition,Request for Assistances,Suggestion Box,Closed,Donggala,Balaesang Tanjung,,-0.0670443,119.69961
Mar/19,STC,Health and Nutrition,Request for Assistances,Suggestion Box,Closed,Donggala,Balaesang Tanjung,,-0.0670443,119.69961
Mar/19,STC,Health and Nutrition,Request for Assistances,Suggestion Box,Closed,Donggala,Balaesang Tanjung,,-0.0670443,119.69961
Mar/19,STC,Health and Nutrition,Request for Assistances,Suggestion Box,Closed,Donggala,Balaesang Tanjung,,-0.0670443,119.69961
Mar/19,STC,Health and Nutrition,Request for Assistances,Suggestion Box,Closed,Donggala,Balaesang Tanjung,,-0.0670443,119.69961
Mar/19,STC,Health and Nutrition,Request for Assistances,Suggestion Box,Closed,Donggala,Balaesang Tanjung,,-0.0670443,119.69961
Mar/19,STC,Health and Nutrition,Request for Assistances,Suggestion Box,Closed,Donggala,Balaesang Tanjung,,-0.0670443,119.69961
Mar/19,STC,Protection,Request for Assistances,Suggestion Box,Closed,Donggala,Balaesang Tanjung,,-0.0670443,119.69961
Mar/19,STC,Food Security and Livelihoods,Request for Assistances,Suggestion Box,Closed,Donggala,Balaesang Tanjung,,-0.0670443,119.69961
Mar/19,STC,Health and Nutrition,Request for Assistances,Suggestion Box,Closed,Donggala,Balaesang Tanjung,,-0.0670443,119.69961
Mar/19,STC,Shelter and NFI,Request for Assistances,Suggestion Box,Closed,Donggala,Balaesang Tanjung,,-0.0670443,119.69961
Mar/19,STC,Water and Sanitation,Request for Assistances,Suggestion Box,Closed,Donggala,Balaesang Tanjung,,-0.0670443,119.69961
Mar/19,STC,Water and Sanitation,Request for Assistances,Suggestion Box,Closed,Donggala,Balaesang Tanjung,,-0.0670443,119.69961
Mar/19,STC,Food Security and Livelihoods,Request for Assistances,Suggestion Box,Closed,Donggala,Balaesang Tanjung,,-0.0670443,119.69961
Mar/19,STC,Health and Nutrition,Request for Assistances,Suggestion Box,Closed,Donggala,Balaesang Tanjung,,-0.0670443,119.69961
Mar/19,STC,Food Security and Livelihoods,Request for Assistances,Suggestion Box,Closed,Donggala,Balaesang Tanjung,,-0.0670443,119.69961
Mar/19,STC,Education,Request for Assistances,Suggestion Box,Closed,Donggala,Balaesang Tanjung,,-0.0670443,119.69961
Mar/19,STC,Education,Request for Assistances,Suggestion Box,Closed,Donggala,Balaesang Tanjung,,-0.0670443,119.69961
Mar/19,STC,Education,Request for Assistances,Suggestion Box,Closed,Donggala,Balaesang Tanjung,,-0.0670443,119.69961
Mar/19,STC,Health and Nutrition,Request for Assistances,Suggestion Box,Closed,Donggala,Balaesang Tanjung,,-0.0670443,119.69961
Mar/19,STC,Protection,Request for Assistances,Suggestion Box,Closed,Donggala,Balaesang Tanjung,,-0.0670443,119.69961
Mar/19,STC,Health and Nutrition,Request for Assistances,Suggestion Box,Closed,Donggala,Balaesang Tanjung,,-0.0670443,119.69961
Mar/19,STC,Food Security and Livelihoods,Thank you note,Suggestion Box,Closed,Donggala,Balaesang Tanjung,,-0.0670443,119.69961
Mar/19,STC,Education,Request for Assistances,Suggestion Box,Closed,Donggala,Balaesang Tanjung,,-0.0670443,119.69961
Mar/19,STC,Health and Nutrition,Request for Assistances,Suggestion Box,Closed,Donggala,Balaesang Tanjung,,-0.0670443,119.69961
Mar/19,STC,Education,Request for Assistances,Suggestion Box,Closed,Donggala,Balaesang Tanjung,,-0.0670443,119.69961
Mar/19,STC,Health and Nutrition,Request for Assistances,Suggestion Box,Closed,Donggala,Balaesang Tanjung,,-0.0670443,119.69961
Mar/19,STC,Food Security and Livelihoods,Request for Assistances,Suggestion Box,Closed,Donggala,Balaesang Tanjung,,-0.0670443,119.69961
Mar/19,STC,Health and Nutrition,Request for Assistances,Suggestion Box,Closed,Donggala,Balaesang Tanjung,,-0.0670443,119.69961
Mar/19,STC,Food Security and Livelihoods,Request for Assistances,Suggestion Box,Closed,Donggala,Balaesang Tanjung,,-0.0670443,119.69961
Mar/19,STC,Food Security and Livelihoods,Request for Assistances,Suggestion Box,Closed,Donggala,Balaesang Tanjung,,-0.0670443,119.69961
Mar/19,STC,Health and Nutrition,Request for Assistances,Suggestion Box,Closed,Donggala,Balaesang Tanjung,,-0.0670443,119.69961
Mar/19,STC,Shelter and NFI,Request for Assistances,Suggestion Box,Closed,Donggala,Balaesang Tanjung,,-0.0670443,119.69961
Mar/19,STC,Food Security and Livelihoods,Request for Assistances,Suggestion Box,Closed,Donggala,Balaesang Tanjung,,-0.0670443,119.69961
Mar/19,STC,Shelter and NFI,Request for Assistances,Suggestion Box,Closed,Donggala,Balaesang Tanjung,,-0.0670443,119.69961
Mar/19,STC,Shelter and NFI,Request for Assistances,Suggestion Box,Closed,Donggala,Balaesang Tanjung,,-0.0670443,119.69961
Mar/19,STC,Health and Nutrition,Request for Assistances,Suggestion Box,Closed,Donggala,Balaesang Tanjung,,-0.0670443,119.69961
Mar/19,STC,Health and Nutrition,Request for Assistances,Suggestion Box,Closed,Donggala,Balaesang Tanjung,,-0.0670443,119.69961
Mar/19,STC,Health and Nutrition,Request for Assistances,Suggestion Box,Closed,Donggala,Balaesang Tanjung,,-0.0670443,119.69961
Mar/19,STC,Health and Nutrition,Request for Assistances,Suggestion Box,Closed,Donggala,Balaesang Tanjung,,-0.0670443,119.69961
Mar/19,STC,Shelter and NFI,Request for Assistances,Suggestion Box,Closed,Donggala,Balaesang Tanjung,,-0.0670443,119.69961
Mar/19,STC,Food Security and Livelihoods,Request for Assistances,Helpdesk,Closed,Donggala,Balaesang Tanjung,,-0.0670443,119.69961
Mar/19,STC,Food Security and Livelihoods,Request for Assistances,Suggestion Box,Closed,Donggala,Balaesang Tanjung,,-0.0670443,119.69961
Mar/19,STC,Food Security and Livelihoods,Request for Assistances,Suggestion Box,Closed,Donggala,Balaesang Tanjung,,-0.0670443,119.69961
Mar/19,STC,Health and Nutrition,Request for Assistances,Suggestion Box,Closed,Donggala,Balaesang Tanjung,,-0.0670443,119.69961
Mar/19,STC,Food Security and Livelihoods,Request for Assistances,Suggestion Box,Closed,Donggala,Balaesang Tanjung,,-0.0670443,119.69961
Mar/19,STC,Health and Nutrition,Request for Assistances,Suggestion Box,Closed,Donggala,Balaesang Tanjung,,-0.0670443,119.69961
Mar/19,STC,Food Security and Livelihoods,Request for Assistances,Suggestion Box,Closed,Donggala,Balaesang Tanjung,,-0.0670443,119.69961
Mar/19,STC,Food Security and Livelihoods,Request for Assistances,Suggestion Box,Closed,Donggala,Balaesang Tanjung,,-0.0670443,119.69961
Mar/19,STC,Shelter and NFI,Request for Assistances,Suggestion Box,Closed,Donggala,Balaesang Tanjung,,-0.0670443,119.69961
Mar/19,STC,Water and Sanitation,Request for Assistances,Suggestion Box,Closed,Donggala,Balaesang Tanjung,,-0.0670443,119.69961
Mar/19,STC,Health and Nutrition,Request for Assistances,Suggestion Box,Closed,Donggala,Balaesang Tanjung,,-0.0670443,119.69961
Mar/19,STC,Health and Nutrition,Request for Assistances,Helpdesk,Closed,Donggala,Balaesang Tanjung,,-0.0670443,119.69961
Mar/19,STC,Shelter and NFI,Request for Assistances,Suggestion Box,Closed,Donggala,Balaesang Tanjung,,-0.0670443,119.69961
Mar/19,STC,Food Security and Livelihoods,Information/Report,Helpdesk,Closed,Donggala,Balaesang Tanjung,,-0.0670443,119.69961
Mar/19,STC,Food Security and Livelihoods,Request for Assistances,Suggestion Box,Closed,Donggala,Balaesang Tanjung,,-0.0670443,119.69961
Mar/19,STC,Food Security and Livelihoods,Thank you note,Suggestion Box,Closed,Donggala,Balaesang Tanjung,,-0.0670443,119.69961
Mar/19,STC,Food Security and Livelihoods,Information/Report,Suggestion Box,Closed,Donggala,Balaesang Tanjung,,-0.0670443,119.69961
Mar/19,STC,Food Security and Livelihoods,Information/Report,Suggestion Box,Closed,Donggala,Balaesang Tanjung,,-0.0670443,119.69961
Mar/19,STC,Cash Assistance ,Information/Report,Suggestion Box,Closed,Donggala,Balaesang Tanjung,,-0.0670443,119.69961
Mar/19,STC,Food Security and Livelihoods,Request for Assistances,Suggestion Box,Closed,Donggala,Balaesang Tanjung,,-0.0670443,119.69961
Mar/19,STC,Food Security and Livelihoods,Request for Assistances,Suggestion Box,Closed,Donggala,Balaesang Tanjung,,-0.0670443,119.69961
Mar/19,STC,Shelter and NFI,Request for Assistances,Suggestion Box,Closed,Donggala,Balaesang Tanjung,,-0.0670443,119.69961
Mar/19,STC,Food Security and Livelihoods,Request for Assistances,Suggestion Box,Closed,Donggala,Balaesang Tanjung,,-0.0670443,119.69961
Mar/19,STC,Health and Nutrition,Request for Assistances,Suggestion Box,Closed,Donggala,Balaesang Tanjung,,-0.0670443,119.69961
Mar/19,STC,Health and Nutrition,Request for Assistances,Suggestion Box,Closed,Donggala,Balaesang Tanjung,,-0.0670443,119.69961
Mar/19,STC,Education,Request for Assistances,Suggestion Box,Closed,Donggala,Balaesang Tanjung,,-0.0670443,119.69961
Mar/19,STC,Education,Request for Assistances,Suggestion Box,Closed,Donggala,Balaesang Tanjung,,-0.0670443,119.69961
Mar/19,STC,Food Security and Livelihoods,Request for Assistances,Suggestion Box,Closed,Donggala,Balaesang Tanjung,,-0.0670443,119.69961
Mar/19,STC,Food Security and Livelihoods,Information/Report,Suggestion Box,Closed,Donggala,Balaesang Tanjung,,-0.0670443,119.69961
Mar/19,STC,Food Security and Livelihoods,Request for Assistances,Suggestion Box,Closed,Donggala,Balaesang Tanjung,,-0.0670443,119.69961
Mar/19,STC,Food Security and Livelihoods,Information/Report,Suggestion Box,Closed,Donggala,Balaesang Tanjung,,-0.0670443,119.69961
Mar/19,STC,Health and Nutrition,Request for Assistances,Suggestion Box,Closed,Donggala,Balaesang Tanjung,,-0.0670443,119.69961
Mar/19,STC,Food Security and Livelihoods,Information/Report,Suggestion Box,Closed,Donggala,Balaesang Tanjung,,-0.0670443,119.69961
Mar/19,STC,Food Security and Livelihoods,Information/Report,Suggestion Box,Closed,Donggala,Balaesang Tanjung,,-0.0670443,119.69961
Mar/19,STC,Health and Nutrition,Request for Assistances,Suggestion Box,Closed,Donggala,Balaesang Tanjung,,-0.0670443,119.69961
Mar/19,STC,Food Security and Livelihoods,Information/Report,Suggestion Box,Closed,Donggala,Balaesang Tanjung,,-0.0670443,119.69961
Mar/19,STC,Food Security and Livelihoods,Information/Report,Suggestion Box,Closed,Donggala,Balaesang Tanjung,,-0.0670443,119.69961
Mar/19,STC,Health and Nutrition,Request for Assistances,Suggestion Box,Closed,Donggala,Balaesang Tanjung,,-0.0670443,119.69961
Mar/19,STC,Health and Nutrition,Request for Assistances,Suggestion Box,Closed,Donggala,Balaesang Tanjung,,-0.0670443,119.69961
Mar/19,STC,Food Security and Livelihoods,Request for Assistances,Suggestion Box,Closed,Donggala,Balaesang Tanjung,,-0.0670443,119.69961
Mar/19,STC,Food Security and Livelihoods,Information/Report,Suggestion Box,Closed,Donggala,Balaesang Tanjung,,-0.0670443,119.69961
Mar/19,STC,Food Security and Livelihoods,Request for Assistances,Suggestion Box,Closed,Donggala,Balaesang Tanjung,,-0.0670443,119.69961
Mar/19,STC,Shelter and NFI,Request for Assistances,Suggestion Box,Closed,Donggala,Balaesang Tanjung,,-0.0670443,119.69961
Mar/19,STC,Food Security and Livelihoods,Request for Assistances,Suggestion Box,Closed,Donggala,Balaesang Tanjung,,-0.0670443,119.69961
Mar/19,STC,Health and Nutrition,Request for Assistances,Suggestion Box,Closed,Donggala,Balaesang Tanjung,,-0.0670443,119.69961
Mar/19,STC,Health and Nutrition,Request for Assistances,Suggestion Box,Closed,Donggala,Balaesang Tanjung,,-0.0670443,119.69961
Mar/19,STC,Shelter and NFI,Request for Assistances,Suggestion Box,Closed,Donggala,Balaesang Tanjung,,-0.0670443,119.69961
Mar/19,STC,Education,Request for Assistances,Suggestion Box,Closed,Donggala,Balaesang Tanjung,,-0.0670443,119.69961
Mar/19,STC,Education,Request for Assistances,Suggestion Box,Closed,Donggala,Balaesang Tanjung,,-0.0670443,119.69961
Mar/19,STC,Education,Request for Assistances,Suggestion Box,Closed,Donggala,Balaesang Tanjung,,-0.0670443,119.69961
Mar/19,STC,Food Security and Livelihoods,Information/Report,Suggestion Box,Closed,Donggala,Balaesang Tanjung,,-0.0670443,119.69961
Mar/19,STC,Food Security and Livelihoods,Request for Assistances,Suggestion Box,Closed,Donggala,Balaesang Tanjung,,-0.0670443,119.69961
Mar/19,STC,Food Security and Livelihoods,Information/Report,Suggestion Box,Closed,Donggala,Balaesang Tanjung,,-0.0670443,119.69961
Mar/19,STC,Food Security and Livelihoods,Information/Report,Suggestion Box,Closed,Donggala,Balaesang Tanjung,,-0.0670443,119.69961
Mar/19,STC,Food Security and Livelihoods,Request for Assistances,Suggestion Box,Closed,Donggala,Balaesang Tanjung,,-0.0670443,119.69961
Mar/19,STC,Food Security and Livelihoods,Request for Assistances,Suggestion Box,Closed,Donggala,Balaesang Tanjung,,-0.0670443,119.69961
Mar/19,STC,Education,Request for Assistances,Suggestion Box,Closed,Donggala,Balaesang Tanjung,,-0.0670443,119.69961
Mar/19,STC,Food Security and Livelihoods,Information/Report,Suggestion Box,Closed,Donggala,Balaesang Tanjung,,-0.0670443,119.69961
Mar/19,STC,Food Security and Livelihoods,Information/Report,Suggestion Box,Closed,Donggala,Balaesang Tanjung,,-0.0670443,119.69961
Mar/19,STC,Food Security and Livelihoods,Information/Report,Suggestion Box,Closed,Donggala,Balaesang Tanjung,,-0.0670443,119.69961
Mar/19,STC,Food Security and Livelihoods,Information/Report,Suggestion Box,Closed,Donggala,Balaesang Tanjung,,-0.0670443,119.69961
Mar/19,STC,Health and Nutrition,Request for Assistances,Suggestion Box,Closed,Donggala,Balaesang Tanjung,,-0.0670443,119.69961
Mar/19,STC,Food Security and Livelihoods,Information/Report,Suggestion Box,Closed,Donggala,Balaesang Tanjung,,-0.0670443,119.69961
Mar/19,STC,Food Security and Livelihoods,Information/Report,Suggestion Box,Closed,Donggala,Balaesang Tanjung,,-0.0670443,119.69961
Mar/19,STC,Food Security and Livelihoods,Request for Assistances,Suggestion Box,Closed,Donggala,Balaesang Tanjung,,-0.0670443,119.69961
Mar/19,STC,Cash Assistance ,Question,Suggestion Box,Closed,Donggala,Balaesang Tanjung,,-0.0670443,119.69961
Mar/19,STC,Food Security and Livelihoods,Request for Assistances,Suggestion Box,Closed,Donggala,Balaesang Tanjung,,-0.0670443,119.69961
Mar/19,STC,Health and Nutrition,Request for Assistances,Suggestion Box,Closed,Donggala,Balaesang Tanjung,,-0.0670443,119.69961
Mar/19,STC,Education,Request for Assistances,Suggestion Box,Closed,Donggala,Balaesang Tanjung,,-0.0670443,119.69961
Mar/19,STC,Health and Nutrition,Request for Assistances,Suggestion Box,Closed,Donggala,Balaesang Tanjung,,-0.0670443,119.69961
